Date,DLs,GDDs,PTTs,PTRs,DTRs,PTSs,PARs,RH2M,PRECTOTCORR
2021-05-20,14.606833333333332,21.235,310.1761058333333,1.453771636562796,18.75,169900.90057086977,137.98,67.5,0.0
2021-05-21,14.637902777777777,23.14,338.72107027777776,1.5808275510020129,17.28,171354.22026085824,139.1,70.56,0.0
2021-05-22,14.66821111111111,22.3,327.1011077777777,1.5202944538416028,13.06,125323.44926505908,96.48,71.19,0.1
2021-05-23,14.697741666666667,20.56,302.1855686666667,1.398854359144744,9.7,86164.0412189541,74.38,77.44,0.13
2021-05-24,14.726477777777776,15.54,228.84946466666665,1.0552421451006992,16.740000000000002,112832.50669052782,142.84,68.94,0.0
2021-05-25,14.7544,18.985,280.112284,1.2867348045328852,17.83,147378.8104375487,122.62,79.5,2.27
2021-05-26,14.781491666666668,22.495,332.5096550416667,1.5218355838015898,13.71,134768.99001921987,93.5,79.44,7.99
2021-05-27,14.807738888888888,14.835,219.67280641666667,1.0018410043096837,9.03,58746.60750483829,120.42,67.12,0.05
2021-05-28,14.833119444444446,8.965,132.97891581944447,0.6043907374694354,3.5100000000000007,13846.894836436655,35.54,85.12,23.36
2021-05-29,14.857622222222222,8.725,129.63275388888889,0.5872406680895552,6.19,23844.306923153857,73.29,77.81,3.92
2021-05-30,14.881227777777776,9.425,140.25557180555555,0.6333482788345197,7.570000000000001,31599.83118267382,64.88,81.62,1.56
2021-05-31,14.903919444444444,13.255,197.5514522361111,0.8893633684353351,12.15,71546.26960531833,154.41,65.81,0.34
2021-06-01,14.925683333333334,16.18,241.4975563333333,1.0840374700879134,13.86,99917.18495049508,123.31,66.25,0.05
2021-06-02,14.946505555555555,15.895,237.57470580555557,1.0634592775494531,12.910000000000002,91684.53906590474,74.75,76.06,2.41
2021-06-03,14.966366666666666,17.775,266.0271675,1.1876630043809342,9.67,77001.43895480916,72.41,88.69,13.3
2021-06-04,14.985258333333334,20.825,312.06800479166674,1.3896990987253586,10.55,98672.45502372872,137.76,74.31,0.84
2021-06-05,15.003166666666669,23.065,346.0480391666667,1.5373421166642598,14.15,146928.40429802667,146.61,69.38,0.02
2021-06-06,15.020072222222224,23.865,358.4540235833334,1.5888738513981109,14.389999999999995,154951.6731835017,143.34,71.81,0.0
2021-06-07,15.035969444444444,23.945,360.0362883472222,1.5925145424425762,13.810000000000002,149520.72169385824,123.04,78.56,2.36
2021-06-08,15.050844444444444,23.54,354.29687822222223,1.5640318446510195,8.86,94491.318806592,93.38,86.88,6.93
2021-06-09,15.064683333333331,23.33,351.4590621666666,1.5486551880170063,8.440000000000001,89373.17675776898,99.12,79.38,2.56
2021-06-10,15.077480555555557,19.925,300.41880006944444,1.3215072588940129,13.79,124925.22664501108,158.27,61.75,0.01
2021-06-11,15.08922222222222,19.48,293.9380488888889,1.290987680684521,12.699999999999998,112656.53209697187,121.38,69.5,0.11
2021-06-12,15.0999,20.745,313.2474255,1.373850157948066,9.85,93181.09456605678,111.47,68.62,0.16
2021-06-13,15.109505555555556,20.8,314.2777155555556,1.376616853776008,14.28,135619.47019480876,146.63,68.81,3.63
2021-06-14,15.118033333333331,20.58,311.129126,1.3612881746082492,9.48,89181.4030390249,103.26,76.19,3.11
2021-06-15,15.125475,16.79,253.95672525,1.1100477836233242,7.639999999999999,58693.78199043935,65.83,72.19,1.65
2021-06-16,15.131827777777778,14.245,215.5528866944444,0.94139321496375,10.669999999999998,69604.87344160426,158.68,57.44,0.01
2021-06-17,15.137080555555556,14.78,223.72605061111108,0.9764102097333096,15.34,103899.63780462476,161.84,51.88,0.01
2021-06-18,15.141233333333334,17.32,262.24616133333336,1.1438962479938886,15.740000000000002,124998.59045845745,88.37,67.06,0.95
2021-06-19,15.144280555555556,21.6,327.1164600000001,1.4262810254182867,12.72,126028.32123011949,95.27,70.12,7.56
2021-06-20,15.146225,21.375,323.750559375,1.4112427354010653,13.71,134456.6795393707,140.7,77.69,5.56
2021-06-21,15.147058333333334,23.72,359.2882236666667,1.5659806332032566,13.28,144543.76116344746,109.85,82.69,12.12
2021-06-22,15.146783333333332,15.465,234.24500425,1.0210088610673114,7.229999999999999,51304.923398160565,58.69,63.75,0.58
2021-06-23,15.1454,13.82,209.309428,0.9124882802699168,13.36,84704.40428940966,143.19,62.06,0.01
2021-06-24,15.142908333333336,17.105,259.0194470416667,1.1295716531775877,15.51,121669.98619104408,161.3,59.75,0.0
2021-06-25,15.13931111111111,20.59,311.7184157777777,1.3600354632311171,12.96,122321.71779754228,131.03,61.5,0.0
2021-06-26,15.13461388888889,23.29,352.4851574722222,1.538856568854948,12.2,130167.33294171326,104.11,66.12,0.04
2021-06-27,15.128816666666664,26.5,400.91364166666665,1.7516241080763093,11.079999999999998,134408.13348412578,134.46,63.94,0.02
2021-06-28,15.121925,27.735,419.406589875,1.834091889756099,10.269999999999996,130269.50683007175,123.85,68.12,2.62
2021-06-29,15.113941666666667,26.765,404.52464870833336,1.7708815205387078,12.569999999999997,153705.0032547273,137.92,64.56,2.52
2021-06-30,15.104880555555557,25.46,384.5702589444445,1.6855479198500412,9.4,109207.09113960816,102.98,80.62,18.11
2021-07-01,15.094741666666666,21.58,325.7445251666666,1.4296369210249265,6.52,64118.06411565266,67.05,83.12,10.1
2021-07-02,15.083533333333332,18.94,285.6821213333333,1.25567395791437,7.739999999999998,66704.80298196762,95.02,80.94,10.04
2021-07-03,15.071269444444445,18.555,279.6474045416667,1.2311504394767303,6.93,58414.92957235804,92.33,81.56,9.1
2021-07-04,15.057955555555557,18.37,276.6146435555555,1.219953129242866,10.239999999999998,85304.34065767213,146.88,69.31,0.03
2021-07-05,15.0436,20.48,308.092928,1.361376266319232,17.0,157584.1102364672,134.23,70.94,0.31
2021-07-06,15.028219444444444,23.165,348.1287034305555,1.5414334403110888,13.15,137595.14466669128,99.18,79.94,6.14
2021-07-07,15.011819444444445,23.06,346.1725563888889,1.5361229253615902,9.220000000000002,95826.77759814974,118.88,80.12,11.22
2021-07-08,14.99441388888889,21.765,326.3534182916667,1.4515405644583566,9.77,95618.56457353591,67.09,89.12,9.14
2021-07-09,14.976019444444445,21.5,321.9844180555556,1.4356284778980914,7.979999999999997,76959.8366935057,94.52,85.44,6.07
